Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N8920 NS6140,N8920,NS6140,"Basix Rubber Works Beginners Butt Plug - Black","Pipedream has put a new twist on a classic product to bring you the best possible rubber made in the USA. Our American-made rubber is 100 percent phthalates and latex-free, environmentally safe and hypoallergenic. We hope you enjoy using this product as much as we like making it!","PVC","4.25&quot; x 1.25&quot; x 0.95&quot;","108mm x 32mm x 24mm","None Required",3.4,9.99,Butt Plugs,Anal Toys,"n8920-basix_rubber_works_beginners_butt_plug","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8920-basix_rubber_works_beginners_butt_plug.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8920-basix_rubber_works_beginners_butt_plug.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8920-basix_rubber_works_beginners_butt_plug.jpg","In Stock",12,"PD4267-23","Basix",-1,-1,0,-1,0,-1,-1
N8921 NS6141,N8921,NS6141,"Basix Rubber Works 6.5 Inch Suction Cup Dong - Black","Pipedream has put a new twist on a classic product to bring you the best possible rubber made in the USA. Our American-made rubber is 100% phthalates and latex-free, environmentally safe and hypoallergenic. We hope you enjoy using this product as much as we like making it!","PVC","Lenght 6.5&quot;- Girth 4.5&quot;","Lenght 165mm- Girth 114mm","None Required",5.96,17.99,Dildos & Dongs,Dildos,"n8921-basix_rubber_works_6_5_inch_suction_cup_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8921-basix_rubber_works_6_5_inch_suction_cup_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8921-basix_rubber_works_6_5_inch_suction_cup_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8921-basix_rubber_works_6_5_inch_suction_cup_dong.jpg","Out of Stock",0,"PD4208-23","Basix",-1,-1,0,-1,0,-1,-1
N8921 NS6142,N8921,NS6142,"Basix Rubber Works 6.5 Inch Suction Cup Dong - Flesh","Pipedream has put a new twist on a classic product to bring you the best possible rubber made in the USA. Our American-made rubber is 100% phthalates and latex-free, environmentally safe and hypoallergenic. We hope you enjoy using this product as much as we like making it!","PVC","Lenght 6.5&quot;- Girth 4.5&quot;","Lenght 165mm- Girth 114mm","None Required",5.96,17.99,Dildos & Dongs,Dildos,"n8921-basix_rubber_works_6_5_inch_suction_cup_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8921-basix_rubber_works_6_5_inch_suction_cup_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8921-basix_rubber_works_6_5_inch_suction_cup_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8921-basix_rubber_works_6_5_inch_suction_cup_dong.jpg","Out of Stock",0,"PD4208-21","Basix",-1,-1,0,-1,0,-1,-1
N8922 NS6143,N8922,NS6143,"Basix Rubber Works Big 7 Suction Cup Dong - Flesh","Pipedream has put a new twist on a classic product to bring you the best possible rubber made in the USA. Our American-made rubber is 100 percent phthalates and latex-free, environmentally safe and hypoallergenic. We hope you enjoy using this product as much as we like making it!","PVC","7&quot; x 6.25&quot;- Insertable 6&quot;","178 x 159mm- Insertable 152mm","None Required",11.06,31.99,Dildos & Dongs,Dildos,"n8922-basix_rubber_works_big_7_suction_cup_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8922-basix_rubber_works_big_7_suction_cup_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8922-basix_rubber_works_big_7_suction_cup_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8922-basix_rubber_works_big_7_suction_cup_dong.jpg","In Stock",6,"PD4225-21","Basix",-1,-1,0,-1,-1,-1,-1
N8923 NS6144,N8923,NS6144,"Basix Rubber Works 5 Inch Dong - Flesh","Pipedream has put a new twist on a classic product to bring you the best possible rubber made in the USA. Our American-made rubber is 100% phthalates and latex-free, environmentally safe and hypoallergenic.

We hope you enjoy using this product as much as we like making it!","PVC","5&quot; x 4.75&quot;- Insertable 4.5&quot;","127mm x 121mm- Insertable 114mm","None Required",5.1,14.99,Dildos & Dongs,Dildos,"n8923-basix_rubber_works_5_inch_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8923-basix_rubber_works_5_inch_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8923-basix_rubber_works_5_inch_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8923-basix_rubber_works_5_inch_dong.jpg","In Stock",6,"PD4200-21","Basix",-1,-1,0,-1,0,-1,-1
N8924 NS6145,N8924,NS6145,"Basix Rubber Works 7.5 Inch Dong - Flesh","Pipedream has put a new twist on a classic product to bring you the best possible rubber made in the USA. Our American-made rubber is 100 percent phthalates and latex-free, environmentally safe and hypoallergenic. We hope you enjoy using this product as much as we like making it!","PVC","7.5&quot; x 5.25&quot;- Insertable 6.75&quot;","191mm x 133mm- Insertable 171mm","None Required",8.08,23.99,Dildos & Dongs,Dildos,"n8924-basix_rubber_works_7_5_inch_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8924-basix_rubber_works_7_5_inch_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8924-basix_rubber_works_7_5_inch_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8924-basix_rubber_works_7_5_inch_dong.jpg","In Stock",4,"PD4203-21","Basix",-1,-1,0,-1,0,-1,-1
N8925 NS6146,N8925,NS6146,"Basix Rubber Works 9 Inch Suction Cup Dong - Flesh","Pipedream has put a new twist on a classic product to bring you the best possible rubber made in the USA. Our American-made rubber is 100 percent phthalates and latex-free, environmentally safe and hypoallergenic. We hope you enjoy using this product as much as we like making it!","PVC","Length 9&quot; x Girth 5.75&quot;","Lenght 229mm x Girth 146mm","None Required",13.62,39.99,Dildos & Dongs,Dildos,"n8925-basix_rubber_works_9_inch_suction_cup_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8925-basix_rubber_works_9_inch_suction_cup_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8925-basix_rubber_works_9_inch_suction_cup_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8925-basix_rubber_works_9_inch_suction_cup_dong.jpg","In Stock",3,"PD4230-21","Basix",-1,-1,0,-1,0,-1,-1
N8926 NS6147,N8926,NS6147,"Icicles Glass Ben Wa Balls - Small No.41","Elegant, upscale, and hand-crafted with amazing attention to detail, these luxurious glass Ben-Wa balls are made from borosilicate glass and designed to last a lifetime. Their size and weight make them perfect for vaginal stimulation and exercise use, and the nonporous glass is hypoallergenic and body safe. With regular use, you'll enjoy improved muscle control and stronger, more frequent orgasms.

Run them under warm water to heat things up, or chill in a bowl of cold water for a cooler sensation. Cleanup is a snap after the fun with Pipedream Toy Cleaner and warm water.","Glass","3&quot;- 3.5&quot; (C)","7.5cm- 9cm (C)","None Required",5.96,26.99,Eggs & Rings,Toys For Her,"n8926-icicles_glass_ben_wa_balls","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8926-icicles_glass_ben_wa_balls.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8926-icicles_glass_ben_wa_balls.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8926-icicles_glass_ben_wa_balls.jpg","In Stock",10,"PD2941-00","Icicles",0,-1,0,-1,0,0,-1
N8926 NS6148,N8926,NS6148,"Icicles Glass Ben Wa Balls - Medium No.42","Elegant, upscale, and hand-crafted with amazing attention to detail, these luxurious glass Ben-Wa balls are made from borosilicate glass and designed to last a lifetime. Their size and weight make them perfect for vaginal stimulation and exercise use, and the nonporous glass is hypoallergenic and body safe. With regular use, you'll enjoy improved muscle control and stronger, more frequent orgasms.

Run them under warm water to heat things up, or chill in a bowl of cold water for a cooler sensation. Cleanup is a snap after the fun with Pipedream Toy Cleaner and warm water.","Glass","3&quot;- 3.5&quot; (C)","7.5cm- 9cm (C)","None Required",5.96,26.99,Eggs & Rings,Toys For Her,"n8926-icicles_glass_ben_wa_balls","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8926-icicles_glass_ben_wa_balls.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8926-icicles_glass_ben_wa_balls.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8926-icicles_glass_ben_wa_balls.jpg","In Stock",12,"PD2942-00","Icicles",0,-1,0,-1,0,0,-1
N8927 NS6149,N8927,NS6149,"Jelly Gems No.1 Swirly Vibrator - Pink","Diamonds used to be a girls best friend, until they discovered this beautiful Jelly Gem!. Made from our super-squishy TPE jelly, this lifelike vibe is ribbed for pleasure, phthalate-free and safe to enjoy. Choose a speed on the multi-speed dial and enjoy the whisper-quiet vibrations, firm vibrating shaft, and soft jelly sleeve. Try it in the shower or hot tub and turn bath time into play time. Use plenty of Moist lube for an extra wet, extra wild encounter. Best of all, it's small enough to fit in your purse or handbag without anyone knowing!","TPE","Insertable 6.25&quot; x 4.25&quot; x 1.75&quot;","Insertable 15.9cm x 10.8cm x 4.4cm","AA size batteries x 2",6.08,26.99,Jelly Vibrators,Vibrators,"n8927-jelly_gems_no_1_swirly_vibrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8927-jelly_gems_no_1_swirly_vibrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8927-jelly_gems_no_1_swirly_vibrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8927-jelly_gems_no_1_swirly_vibrator.jpg","In Stock",12,"PD1451-11","Pipedream Products",0,-1,0,-1,0,0,-1
N8928 NS6150,N8928,NS6150,"Jelly Gems No.6 Knobbly Vibrator - Pink","Diamonds used to be a girls best friend, until they discovered this beautiful Jelly Gem!. Made from our super-squishy TPE jelly, this lifelike vibe is ribbed for pleasure, phthalate-free and safe to enjoy. Choose a speed on the multi-speed dial and enjoy the whisper-quiet vibrations, firm vibrating shaft, and soft jelly sleeve. Try it in the shower or hot tub and turn bath time into play time. Use plenty of Moist lube for an extra wet, extra wild encounter. Best of all, it's small enough to fit in your purse or handbag without anyone knowing!","TPE","Insertable 6.25&quot; x 3.5&quot; x 1.5&quot;","Insertable 15.9cm x 8.9cm x 3.8cm","AA size batteries x 2",5.96,24.99,Jelly Vibrators,Vibrators,"n8928-jelly_gems_no_6_knobbly_vibrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8928-jelly_gems_no_6_knobbly_vibrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8928-jelly_gems_no_6_knobbly_vibrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8928-jelly_gems_no_6_knobbly_vibrator.jpg","In Stock",11,"PD1456-11","Pipedream Products",0,-1,0,-1,0,-1,-1
N8929 NS6151,N8929,NS6151,"Jelly Gems No.7 Bobbly Vibrator - Purple","Diamonds used to be a girls best friend, until they discovered this beautiful Jelly Gem!. Made from our super-squishy TPE jelly, this lifelike vibe is ribbed for pleasure, phthalate-free and safe to enjoy. Choose a speed on the multi-speed dial and enjoy the whisper-quiet vibrations, firm vibrating shaft, and soft jelly sleeve. Try it in the shower or hot tub and turn bath time into play time. Use plenty of Moist lube for an extra wet, extra wild encounter. Best of all, it's small enough to fit in your purse or handbag without anyone knowing!","TPE","Insertable 6.25&quot; x  4&quot; x 1.5&quot;","Insertable 15.9cm x 10.2cm x 3.8cm","AA size batteries x 2",8.52,24.99,Jelly Vibrators,Vibrators,"n8929-jelly_gems_no_7_bobbly_vibrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8929-jelly_gems_no_7_bobbly_vibrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8929-jelly_gems_no_7_bobbly_vibrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8929-jelly_gems_no_7_bobbly_vibrator.jpg","In Stock",1,"PD1457-12","Pipedream Products",0,-1,0,-1,0,0,-1
N8930 NS6152,N8930,NS6152,"Jelly Gems No.8 Noduled Vibrator  - Pink","Diamonds used to be a girls best friend, until they discovered this beautiful Jelly Gem!. Made from our super-squishy TPE jelly, this lifelike vibe is ribbed for pleasure, phthalate-free and safe to enjoy. Choose a speed on the multi-speed dial and enjoy the whisper-quiet vibrations, firm vibrating shaft, and soft jelly sleeve. Try it in the shower or hot tub and turn bath time into play time. Use plenty of Moist lube for an extra wet, extra wild encounter. Best of all, it's small enough to fit in your purse or handbag without anyone knowing!","TPE","Insertable 6.5&quot; x 4.5&quot; x 1.5&quot;","Insertable 16.5cm x 11.4cm x 3.8cm","AA size batteries x 2",8.42,26.99,Jelly Vibrators,Vibrators,"n8930-jelly_gems_no_8_noduled_vibrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8930-jelly_gems_no_8_noduled_vibrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8930-jelly_gems_no_8_noduled_vibrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8930-jelly_gems_no_8_noduled_vibrator.jpg","In Stock",1,"PD1458-11","Pipedream Products",0,-1,0,-1,0,-1,0
N8931 NS6153,N8931,NS6153,"Jelly Gems No.10 Semi-Realistic Vibrator - Purple","Diamonds used to be a girls best friend, until they discovered this beautiful Jelly Gem!. Made from our super-squishy TPE jelly, this lifelike vibe is ribbed for pleasure, phthalate-free and safe to enjoy. Choose a speed on the multi-speed dial and enjoy the whisper-quiet vibrations, firm vibrating shaft, and soft jelly sleeve. Try it in the shower or hot tub and turn bath time into play time. Use plenty of Moist lube for an extra wet, extra wild encounter. Best of all, it's small enough to fit in your purse or handbag without anyone knowing!","TPE","Insertable Length 7.5&quot;- Girth 4&quot; Width x 1.5&quot;","Insertable Length 19.1cm- Girth 10.2cm x Width 3.8cm","AA size batteries x 2",10.73,33.99,Jelly Vibrators,Vibrators,"n8931-jelly_gems_no_10_semi_realistic_vibrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8931-jelly_gems_no_10_semi_realistic_vibrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8931-jelly_gems_no_10_semi_realistic_vibrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8931-jelly_gems_no_10_semi_realistic_vibrator.jpg","In Stock",1,"PD1460-12","Pipedream Products",0,-1,0,0,0,0,-1
N8932 NS6154,N8932,NS6154,"Jelly Gems No.12 Ribbed and Dotted Vibrator - Pink","Diamonds used to be a girls best friend, until they discovered this beautiful Jelly Gem!. Made from our super-squishy TPE jelly, this lifelike vibe is ribbed for pleasure, phthalate-free and safe to enjoy. Choose a speed on the multi-speed dial and enjoy the whisper-quiet vibrations, firm vibrating shaft, and soft jelly sleeve. Try it in the shower or hot tub and turn bath time into play time. Use plenty of Moist lube for an extra wet, extra wild encounter. Best of all, it's small enough to fit in your purse or handbag without anyone knowing!","TPE","Insertable 7.5&quot; x 5.5&quot; x 2&quot;","Insertable 19.1cm x 14cm x 5.1cm","AA size batteries x 2",9.4,41.99,Jelly Vibrators,Vibrators,"n8932-jelly_gems_no_12_ribbed_and_dotted_vibrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8932-jelly_gems_no_12_ribbed_and_dotted_vibrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8932-jelly_gems_no_12_ribbed_and_dotted_vibrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8932-jelly_gems_no_12_ribbed_and_dotted_vibrator.jpg","In Stock",11,"PD1462-11","Pipedream Products",0,-1,0,-1,0,-1,0
N8933,N8933,,"Juicy Jewels Rose Quartz Semi-Realistic Vibe","Diamonds used to be a girl’s best friend…until they tried one of these precious Juicy Jewels. Made from super-soft phthalate-free jelly, these incredible vibes deliver thrilling sensations and lasting satisfaction, in or out of water. 

Cleanup is a snap after the fun with Pipedream toy cleaner and warm water. Use plenty of Moist lube for an extra wet, extra wild encounter.


Waterproof Design is Perfect for the
Shower, Hot Tub or Spa

Powerful Multi-Speed Vibration

Bendable Shaft Curves to Your Body’s Contours

Perfect For Beginners","ABS/TPE","6.5&quot; x 2.2&quot;","16.5cm x 5.6cm","AAA size batteries x 2",9.36,26.99,Jelly Vibrators,Vibrators,"n8933-juicy_jewels_rose_quartz_jelly_vibrator","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8933-juicy_jewels_rose_quartz_jelly_vibrator.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8933-juicy_jewels_rose_quartz_jelly_vibrator.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8933-juicy_jewels_rose_quartz_jelly_vibrator.jpg","In Stock",1,"PD1220-11","Pipedream Products",0,-1,0,-1,0,-1,0
N8934,N8934,,"Juicy Jewels Purple Passion Flexi Vibe","Diamonds used to be a girl’s best friend…until they tried one of these precious Juicy Jewels. Made from super-soft phthalate-free jelly, these incredible vibes deliver thrilling sensations and lasting satisfaction, in or out of water. 

Cleanup is a snap after the fun with Pipedream toy cleaner and warm water. Use plenty of Moist lube for an extra wet, extra wild encounter.


Waterproof Design is Perfect for the
Shower, Hot Tub or Spa

Powerful Multi-Speed Vibration

Bendable Shaft Curves to Your Body’s Contours

Perfect For Beginners","ABS/TPE","6.3&quot; x 1.4&quot;","16cm x 3.6cm","AAA size batteries x 2",8.42,26.99,Jelly Vibrators,Vibrators,"n8934-juicy_jewels_purple_passion_flexi_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8934-juicy_jewels_purple_passion_flexi_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8934-juicy_jewels_purple_passion_flexi_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8934-juicy_jewels_purple_passion_flexi_vibe.jpg","Out of Stock",0,"PD1221-12","Pipedream Products",0,-1,0,-1,0,0,-1
N8935,N8935,,"Juicy Jewels Aqua Crystal Swirly Vibe","Diamonds used to be a girl’s best friend…until they tried one of these precious Juicy Jewels. Made from super-soft phthalate-free jelly, these incredible vibes deliver thrilling sensations and lasting satisfaction, in or out of water. 

Cleanup is a snap after the fun with Pipedream toy cleaner and warm water. Use plenty of Moist lube for an extra wet, extra wild encounter.


Waterproof Design is Perfect for the
Shower, Hot Tub or Spa

Powerful Multi-Speed Vibration

Bendable Shaft Curves to Your Body’s Contours

Perfect For Beginners","ABS/TPE","6.3&quot; x 1.2&quot;","16cm x 3cm","AAA size batteries x 2",9.36,26.99,Jelly Vibrators,Vibrators,"n8935-juicy_jewels_aqua_crystal_swirly_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8935-juicy_jewels_aqua_crystal_swirly_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8935-juicy_jewels_aqua_crystal_swirly_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8935-juicy_jewels_aqua_crystal_swirly_vibe.jpg","In Stock",5,"PD1222-14","Pipedream Products",0,-1,0,-1,0,0,-1
N8936,N8936,,"Juicy Jewels Precious Pink Realistic Vibe","Diamonds used to be a girl’s best friend…until they tried one of these precious Juicy Jewels. Made from super-soft phthalate-free jelly, these incredible vibes deliver thrilling sensations and lasting satisfaction, in or out of water. 

Cleanup is a snap after the fun with Pipedream toy cleaner and warm water. Use plenty of Moist lube for an extra wet, extra wild encounter.


Waterproof Design is Perfect for the
Shower, Hot Tub or Spa

Powerful Multi-Speed Vibration

Bendable Shaft Curves to Your Body’s Contours

Perfect For Beginners","ABS/TPE","8.5&quot; x 1.6&quot;","215mm x 40mm","AA size batteries x 2",11.92,34.99,Jelly Vibrators,Vibrators,"n8936-juicy_jewels_precious_pink_realistic_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8936-juicy_jewels_precious_pink_realistic_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8936-juicy_jewels_precious_pink_realistic_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8936-juicy_jewels_precious_pink_realistic_vibe.jpg","In Stock",6,"PD1245-11","Pipedream Products",0,-1,0,-1,0,-1,0
N8937,N8937,,"Juicy Jewels Vivid Rose Curved Vibe","Diamonds used to be a girl’s best friend…until they tried one of these precious Juicy Jewels. Made from super-soft phthalate-free jelly, these incredible vibes deliver thrilling sensations and lasting satisfaction, in or out of water. 

Cleanup is a snap after the fun with Pipedream toy cleaner and warm water. Use plenty of Moist lube for an extra wet, extra wild encounter.


Waterproof Design is Perfect for the
Shower, Hot Tub or Spa

Powerful Multi-Speed Vibration

Bendable Shaft Curves to Your Body’s Contours

Perfect For Beginners","ABS/TPE","9.1&quot; x 2.6&quot;","230mm x 65mm","AA size batteries x 2",11.92,34.99,Jelly Vibrators,Vibrators,"n8937-juicy_jewels_vivid_rose_curved_vibe","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8937-juicy_jewels_vivid_rose_curved_vibe.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8937-juicy_jewels_vivid_rose_curved_vibe.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8937-juicy_jewels_vivid_rose_curved_vibe.jpg","Out of Stock",0,"PD1243-34","Pipedream Products",0,-1,0,-1,0,-1,0
N8938,N8938,,"Real Feel Life Like Toyz No.10 Flesh","Enjoy the &quot;Real Feel&quot; of super-soft, lifelike skin with this incredibly realistic vibe. Made from phthalate-free Fanta-Flesh, the squishy material mimics the softness and feel of real skin and feels as natural as you can get! Choose a speed on the dial base and enjoy powerful vibrations as the dong quickly warms to your body temperature. Try it in the shower or spa and turn bath time into pleasure time!

Use plenty of lubricant for an extra wet, extra wild encounter. Clean up is a snap after the fun with Pipedream Toy Cleaner and warm water.","TPE","Insertable 8.5&quot; x 2.31&quot; x 2.25&quot;","Insertable 21.6cm x 5.9cm x 5.7cm","C size batteries x 2",13.62,39.99,Realistic,Vibrators,"n8938-real_feel_life_like_toyz_no_10_flesh","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8938-real_feel_life_like_toyz_no_10_flesh.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8938-real_feel_life_like_toyz_no_10_flesh.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8938-real_feel_life_like_toyz_no_10_flesh.jpg","In Stock",12,"PD1370-21","Pipedream Products",0,-1,0,-1,-1,-1,0
N8939,N8939,,"Doc Johnson The Super Ball Sucker","The Super Ball Sucker is the next generation in male pleasure. 
This innovative product gently but firmly grips the balls, surrounding them in textured massage beads, leaving the hands free to engage in other endeavors. The Sucker is made of plush Ultra Realistic 3.0 (UR3) and features a removable 7-function vibrating bullet for truly trembling sensations. 
","UR3","Length 4.5&quot;- Usable Length 2.9&quot;- Diameter 2.8&quot;","Length 11.4cm- Usable Length 7.4cm- Diameter 7.1cm","LR44 Cell size batteries x 3",7.4,21.49,Sleeves & Rings,Toys For Him,"n8939-doc_johnson_the_super_ball_sucker","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8939-doc_johnson_the_super_ball_sucker.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8939-doc_johnson_the_super_ball_sucker.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8939-doc_johnson_the_super_ball_sucker.jpg","In Stock",6,"0684-25-BX","Doc Johnson",-1,0,0,-1,0,-1,0
N8940 NS6155,N8940,NS6155,"Doc Johnson Crystal Jellies Anal Trainer Kit - Clear","Explore your backdoor with confidence! With a small and medium plug, the Crystal Jellies Anal Trainer Kit is the perfect fit for anal play beginners. The small plug is 3.5” in diameter with 3.75” insertable length, the large plug is 4.25” in diameter with 4.75” insertable length. These plugs feature a wide flared base for safe and comfortable anal play. Crystal Jellies are made from non-phthalate body safe material, which includes Doc's antibacterial Sil-A-Gel formula. Proudly made in America.","PVC","Small 4.36&quot; Insertable 3.79&quot; x 1.13&quot;- Large 5.7&quot; Insertable 4.9&quot; x 1.35&quot;","Small: 11cm Insertable 9.6 x 2.9cm- Large 14.5cm Insertable 12.5 x 3.4cm","None Required",9.36,27.99,Butt Plugs,Anal Toys,"n8940-doc_johnson_crystal_jellies_anal_trainer_kit","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8940-doc_johnson_crystal_jellies_anal_trainer_kit.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8940-doc_johnson_crystal_jellies_anal_trainer_kit.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8940-doc_johnson_crystal_jellies_anal_trainer_kit.jpg","In Stock",6,"0283-11-CD","Doc Johnson",-1,-1,0,0,-1,-1,0
N8940 NS6156,N8940,NS6156,"Doc Johnson Crystal Jellies Anal Trainer Kit - Purple","Explore your backdoor with confidence! With a small and medium plug, the Crystal Jellies Anal Trainer Kit is the perfect fit for anal play beginners. The small plug is 3.5” in diameter with 3.75” insertable length, the large plug is 4.25” in diameter with 4.75” insertable length. These plugs feature a wide flared base for safe and comfortable anal play. Crystal Jellies are made from non-phthalate body safe material, which includes Doc's antibacterial Sil-A-Gel formula. Proudly made in America.","PVC","Small 4.36&quot; Insertable 3.79&quot; x 1.13&quot;- Large 5.7&quot; Insertable 4.9&quot; x 1.35&quot;","Small: 11cm Insertable 9.6 x 2.9cm- Large 14.5cm Insertable 12.5 x 3.4cm","None Required",9.36,27.99,Butt Plugs,Anal Toys,"n8940-doc_johnson_crystal_jellies_anal_trainer_kit","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8940-doc_johnson_crystal_jellies_anal_trainer_kit.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8940-doc_johnson_crystal_jellies_anal_trainer_kit.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8940-doc_johnson_crystal_jellies_anal_trainer_kit.jpg","In Stock",6,"0283-12-CD","Doc Johnson",-1,-1,0,0,-1,-1,0
N8941,N8941,,"Doc Johnson Radiant Gems Anal Trainer Kit","These Radiant Gems anal trainer kits are the colorful solution for anal play beginners and beautiful additions to any connoisseurs collection! With a small and medium plug, the Radiant Gems Anal Trainer Kit is the perfect fit! The small plug has a 4” insertable length with a 0.88” diameter, the large plug has a 5” insertable length with a 1.6” diameter. These plugs feature a wide flared base for safe anal play and are made of non-phthalate body safe material including Doc Johnson's exclusive Sil-A-Gel formula. Proudly made in America. Add some sparkle to your toy box today!","PVC","Small: 4.46&quot;- Small Insertable: 4&quot; x 0.88&quot;- Large: 5.5&quot;- Large Insertable: 5&quot; x 1.6&quot;","Small: 11.3cm- Small Insertable: 10.2cm x 2.24cm- Large: 14cm- Large Insertable: 12.7cm x 4.1cm","None Required",10.12,29.99,Butt Plugs,Anal Toys,"n8941-doc_johnson_radiant_gems_anal_trainer_kit","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n8941-doc_johnson_radiant_gems_anal_trainer_kit.gif","http://www.net1on1uk.co.uk/modules/shop/images/n8941-doc_johnson_radiant_gems_anal_trainer_kit.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n8941-doc_johnson_radiant_gems_anal_trainer_kit.jpg","In Stock",6,"0978-06-CD","Doc Johnson",-1,-1,0,-1,-1,-1,0
